;claim;entity;evidence;label
301;Suzukimetoden anvendes i instrumentundervisning for strygeinstrumenter.;['Suzukimetoden'];['Suzukimetoden (japansk: スズキ・メソード Suzuki mesōdo) er en musikpædagogisk metode, der anvendes i instrumentundervisning, hovedsageligt strygeinstrumenter.'];Supported
1498;Sicko er en amerikansk dokumentarfilm med et kritisk fokus på private sygeforsikringsselskaber.;['Sicko'];['Sicko er en dokumentarfilm fra 2007 af den amerikanske filmproducer og -instruktør Michael Moore. Med kritisk fokus på de private sygeforsikringsselskaber undersøger filmen USAs sundhedsvæsen, som sammenlignes med den lovregulerede kollektive sygesikring i  Canada, Storbritannien, Frankrig og Cuba.'];Supported
1497;Kås Bredning er et farvand for skibe.;['Kås_Bredning'];"['Kås Bredning er et farvand i Limfjorden syd og sydvest for Mors. I vest afgrænses bredningen af Thyholm og Jegindø; i øst går bredningen over i Sallingsund, og i syd ligger Salling og Venøbugten.']";Supported
1496;Suicide Squad er en superheltefilm.;['Suicide_Squad'];['Suicide Squad er en amerikansk superheltfilm fra 2016. Filmen er skrevet og instrueret af David Ayer, og har Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Jai Courtney, Cara Delevingne og Viola Davis i hovedrollerne.'];Supported
1494;Bistrup landsby ligger mellem Tikøb og Hornbæk.;['Bistrup_(Tikøb_Sogn)'];['Bistrup er en landsby i Tikøb Sogn, Lynge-Kronborg Herred i det tidligere Frederiksborg Amt. Bistrup ligger mellem Tikøb og Hornbæk.'];Supported
1524;Nelson Évora vandt guld for trespring ved OL 2008.;['Nelson_Évora'];['Nelson Évora (født 20. april 1984 i Elfenbenskysten) er en portugisisk atletikudøver (længde-/trespringer), der vandt guld i mændenes trespring ved OL i Beijing 2008.'];Supported
1275;Oksby Kirke er en kirke i Blåvandshuk Sogn.;['Oksby_Kirke'];['Oksby Kirke er en kirke i Blåvandshuk Sogn i Varde Kommune.'];Supported
1525;Sprænghoved er en betegnelse for en del af f.eks. et missil, som sprænges.;['Sprænghoved'];['Sprænghoved er en militær teknisk betegnelse for den del af et missil, en raket eller en torpedo, der sprænges og derved forvolder den tilsigtede skade.'];Supported
1528;Lagtingsvalget på Færøerne 1950 blev holdt i november 1950.;['Lagtingsvalget_1950'];['Lagtingsvalget på Færøerne 1950 blev afholdt 8. november 1950.'];Supported
1556;Dansk Arbejder Idrætsforbund blev stiftet i 1929.;['Dansk_Arbejder_Idrætsforbund'];['Dansk Arbejder Idrætsforbund, ofte omtalt under forkortelsen DAI, der blev stiftet stiftet i år 1929. Historisk blev forbundet stiftet som arbejdervenligt modsvar til DIF, som man mente var for borgerligt.'];Supported
289;Åbenråvej strækker sig fra Sønderjyske Motorvej til Kiskelund.;['Åbenråvej'];['Åbenråvej   er en 3 km 2 sporet motortrafikvej der går fra Sønderjyske  Motorvej til Kiskelund.'];Supported
1553;Unirally er et computerspil til Super Nintendo Entertainment System.;['Unirally'];['Unirally, kendt som Uniracers i NTSC-områder, er et computerspil udviklet af DMA Design og udgivet i 1994 til Super Nintendo Entertainment System.'];Supported
291;Dave Franco er en amerikansk skuespiller.;['Dave_Franco'];['Dave Franco (født 12 juni 1985) er en amerikansk tv-og film-skuespiller.'];Supported
1278;Suså på Sjælland er Danmarks 5. største vandsystem.;['Suså'];['Suså eller Susåen i Sydsjælland nord for Næstved er Sjællands største (og Danmarks 5. største) vandsystem.'];Supported
1550;Unirally er et spil for en spillekonsol fra Nintendo.;['Unirally', 'Super_Nintendo_Entertainment_System'];['Unirally, kendt som Uniracers i NTSC-områder, er et computerspil udviklet af DMA Design og udgivet i 1994 til Super Nintendo Entertainment System.', 'Super Nintendo Entertainment System, også kendt som Super Nintendo, Super NES eller SNES, er en 16-bit videospilkonsol udgivet af Nintendo i Nordamerika, Brasilien, Europa og Australien i 1991. I Japan, hvor den er kendt som Super Famicom, produceredes den siden 1990. I Sydkorea er den kendt som Super Comboy. Sidstnævnte konsol licenseredes og distribueredes af Hyundai Electronics.'];Supported
1549;Tamra er et navn fra Asien.;['Tamra'];"['Tamra er et pigenavn af hebraisk oprindelse, det betyder ""daddel palme"".']";Supported
292;Frederiksberg Idrætspark bruges af tre klubber.;['Frederiksberg_Idrætspark', 'Kjøbenhavns_Boldklub', 'Frederiksberg_Alliancen_2000', 'Frederiksberg_Boldklub'];"['Frederiksberg Idrætspark er et stadion på Frederiksberg  hvor klubberne KB, FA 2000 og FB spiller deres hjemmekampe.', ""Kjøbenhavns Boldklub (KB) er en københavnsk idrætsforening, beliggende på Frederiksberg, der i dag har fodbold, tennis og cricket på programmet. Klubben blev stiftet den 26. april 1876, og er dermed den ældste fodboldklub i den Europæiske Union, takket være Brexit, som bliver gennemført 31. Januar efter mange års lobbyarbejde af KB's mangeårige formand Niels Christian Holmstrøm. Klubben har afdelingerne KB Cricket, KB Fodbold og KB Tennis."", 'Frederiksberg Alliancen 2000 (FA 2000) en fodboldklub på Frederiksberg i København. Klubben blev stiftet den 7. september 1999 som en sammenslutning af B 1972 (stiftet 1972), Boldklubben Dalgas (stiftet 1922) og Frederiksberg Kammeraternes Idræts Forening (stiftet 1930).', 'Frederiksberg Boldklub (FB) er en fodboldklub på Frederiksberg i København.']";Supported
1547;Unirally er et computerspil til SNES.;['Unirally', 'Super_Nintendo_Entertainment_System'];['Unirally, kendt som Uniracers i NTSC-områder, er et computerspil udviklet af DMA Design og udgivet i 1994 til Super Nintendo Entertainment System.', 'Super Nintendo Entertainment System, også kendt som Super Nintendo, Super NES eller SNES, er en 16-bit videospilkonsol udgivet af Nintendo i Nordamerika, Brasilien, Europa og Australien i 1991. I Japan, hvor den er kendt som Super Famicom, produceredes den siden 1990. I Sydkorea er den kendt som Super Comboy. Sidstnævnte konsol licenseredes og distribueredes af Hyundai Electronics.'];Supported
1546;Royal Philharmonic Society har haft fremragende komponister til deres koncerter, siden de blev grundlagt i 1813.;['Royal_Philharmonic_Society'];['Royal Philharmonic Society er et britisk musikselskab grundlagt i London 1813 med det formål at arbejde for instrumentalmusik. Mange fremragende komponister og kunstnere har medvirket ved deres koncerter.'];Supported
1279;Aligarh ligger sydøst for New Delhi i den indiske delstat Uttar Pradesh.;['Aligarh'];['Aligarh (hindi: अलीगढ़, urdu:علی گڑھ) er en by i Aligarh-distriktet i den nordlige indiske delstat Uttar Pradesh.. Byen ligger omtrent 145 kilometer sydøst for New Delhi, og er det administrative hovedkvarteret i Aligarh-distriktet.'];Supported
1544;Nelson Évora er en olympisk guldvinder.;['Nelson_Évora', 'Sommer-OL_2008'];"['Nelson Évora (født 20. april 1984 i Elfenbenskysten) er en portugisisk atletikudøver (længde-/trespringer), der vandt guld i mændenes trespring ved OL i Beijing 2008.', 'Sommer-OL 2008, officielt kendt som ""De 29. olympiske lege"", blev afholdt fra 8. august 2008 til 24. august 2008 med åbningsceremoni klokken 08:08:08 pm CST (14:08:08 dansk tid) på Beijing National Stadium i Beijing, Folkerepublikken Kina. Nogle sportsgrene vil blive afholdt uden for Beijing, navnlig fodbold (i Qinhuangdao, Shanghai, Shenyang og Tianjin), hestesport (i Hong Kong) og sejlsport (i Qingdao). Sommer-OL 2008 var den tredje der blev holdt under jurisdiktion af to forskellige NOK\'er (Hong Kong og fastlands-Kina dyster hver for sig).']";Supported
1280;Li Lan er en tidligere kinesisk håndboldspiller der deltog i Sommer-OL 1984.;['Li_Lan'];"['Li Lan (forenklet kinesisk: 李兰; traditionel kinesisk: 李蘭; pinyin: Lǐ Lán, født 12. juli 1961) er en tidligere kvindelig kinesisk håndboldspiller der deltog under Sommer-OL 1984.']";Supported
1541;Ingerslevs Boulevard i Århus er 500 m lang.;['Ingerslevs_Boulevard'];['Ingerslevs Boulevard er en gade i Aarhus i Danmark. Den er omkring 500 m lang og løber fra Harald Jensens Plads til Skt.'];Supported
1540;Ingerslevs Boulevard ligger i Århus.;['Ingerslevs_Boulevard'];['Ingerslevs Boulevard er en gade i Aarhus i Danmark. Den er omkring 500 m lang og løber fra Harald Jensens Plads til Skt.'];Supported
1283;En guitar har normalt seks strenge men kan have mindre.;['Guitar'];['Guitaren er et knipset strengeinstrument normalt med seks strenge, men fire, syv, otte , ti eller 12 (dobbeltkor) findes også. Den oprindelige form er akustisk, med en krop der danner resonansbund for strengenes vibrationer.'];Supported
1284;Wilhelm Heuer var en tysk kobberstikker som arbejdede i Danmark.;['Wilhelm_Heuer_(født_1786)'];['Wilhelm Heinrich Moritz Heuer (26. august 1786 i Ludwigslust, Mecklenburg-Schwerin – efter 1856) var en tysk kobberstikker og litograf virksom i Danmark.'];Supported
1537;Lagtingsvalget på Færøerne 1950 blev holdt i efteråret.;['Lagtingsvalget_1950'];['Lagtingsvalget på Færøerne 1950 blev afholdt 8. november 1950.'];Supported
1535;Royal Philharmonic Society har afholdt koncerter siden 1813.;['Royal_Philharmonic_Society'];['Royal Philharmonic Society er et britisk musikselskab grundlagt i London 1813 med det formål at arbejde for instrumentalmusik. Mange fremragende komponister og kunstnere har medvirket ved deres koncerter.'];Supported
1534;Sebastian Bach er musiker.;['Sebastian_Bach', 'heavy_metal'];"['Sebastian Bach (født Sebastian Philip Bierk, den 3. april 1968) er en canadisk heavy metal-sanger.', 'Heavy metal (også blot kaldet metal) er en rockgenre, som blev udviklet i slutningen af 1960\'erne og begyndelsen af 1970\'erne. Med rødder i blues rock og psykedelisk rock udviklede heavy metal-grupperne en tyk, tung, guitar-og-tromme-centreret lyd, karakteriseret af højt forstærket forvrængning og hurtige guitarsoloer. Allmusic har skrevet at ""af alle rock & roll\'s utal af former, er heavy metal den mest ekstreme hvad angår lydstyrke, mandestolthed og teatralskhed.""']";Supported
1286;En guitar har normalt seks strenge men kan have flere.;['Guitar'];['Guitaren er et knipset strengeinstrument normalt med seks strenge, men fire, syv, otte , ti eller 12 (dobbeltkor) findes også. Den oprindelige form er akustisk, med en krop der danner resonansbund for strengenes vibrationer.'];Supported
1287;Radon er en farveløs ædelgas der dannes fra radiums hendfald.;['Radon'];['Radon er et grundstof med atomnummer 86 og symbol Rn i det periodiske system. Radon, der dannes fra radiums henfald, er en farveløs naturligt forekommende ædelgas.'];Supported
1531;Sebastian Bach blev født med efternavnet Bierk.;['Sebastian_Bach'];['Sebastian Bach (født Sebastian Philip Bierk, den 3. april 1968) er en canadisk heavy metal-sanger.'];Supported
1530;Nelson Évora vandt guld for trespring ved OL 2008 i Beijing.;['Nelson_Évora'];['Nelson Évora (født 20. april 1984 i Elfenbenskysten) er en portugisisk atletikudøver (længde-/trespringer), der vandt guld i mændenes trespring ved OL i Beijing 2008.'];Supported
1529;Den italienske klub Juventus Football Club har kælenavnet 'den gamle dame'.;['Juventus_F.C._(kvinder)'];"['Juventus Football Club er en fodboldklub fra Torino i Italien. Klubben har kælenavnene ""Den gamle dame"" (italiensk: ""La Vecchia Signora"") og ""Bianconeri"" (""de hvide-sorte"").']";Supported
1526;Juventus F.C. bliver også kaldt 'den gamle dame'.;['Juventus_F.C._(kvinder)'];"['Juventus Football Club er en fodboldklub fra Torino i Italien. Klubben har kælenavnene ""Den gamle dame"" (italiensk: ""La Vecchia Signora"") og ""Bianconeri"" (""de hvide-sorte"").']";Supported
2469;Lina Rafn er sanger i Infernal, som har vundet to danske Grammy'er.;['Lina_Rafn'];"[""Lina Rafn Sørensen (født 12. august 1976 i København) er en dansk sanger, sangskriver og producer hovedsageligt i den danske dance- og popduo Infernal. Infernal har vundet to danske Grammy'er, og solgt 1,7 millioner album og singler på verdensplan. Lina Rafn var ifølge KODA den tredje mest succesfulde kvindelige danske sangskriver i perioden 2006–2010.""]";Supported
1119;Hyrdebrevet af 31. august 1943 blev udsendt til præsterne i Københavns stift.;['Hyrdebrevet_af_31._august_1943'];['Hyrdebrevet af 31. august 1943 var et hyrdebrev udsendt til præsterne i Københavns stift, som reaktion på regeringens afgang.'];Supported
1909;Adrian Ellison har vundet OL-medalje.;['Adrian_Ellison'];['Adrian Charles Ellison (født 11. september 1958 i Solihull, England) er en britisk tidligere roer og olympisk guldvinder.'];Supported
2293;Polen deler landegrænser med en håndfuld lande og søgrænser med Danmark og Sverige.;['Polen'];['Polen (), officielt Republikken Polen () er et land i Centraleuropa og grænser til Tyskland mod vest, Tjekkiet og Slovakiet mod syd, Ukraine og Hviderusland mod øst, og Østersøen mod nord, Litauen og Rusland (i form af Kaliningrad-enklaven) mod øst. Polen deler søgrænser med Danmark og Sverige. Med et samlet areal på 312\xa0696\xa0km² er Polen verdens 69. største land og det 9. største i Europa. Polens befolkning udgør 38,5 millioner indbyggere og gør det til det 33. mest befolkede land i verden.'];Supported
949;Svein Øvergaard døde inden år 2000.;['Svein_Øvergaard'];"[""Svein Øvergaard (1. januar 1912 – 1986) var en norsk bokser og jazzmusiker (saxofon, percussion) og bandleder, kendt fra Oslo's jazzmiljø.""]";Supported
2290;Oprindeligt blev Stanley Cup givet til det bedste amatør-ishockeyhold i Canada, men i dag gives trofæet til vinderen af NHL.;['Stanley_Cup'];"[""Stanley Cup'en er det trofæ der gives til vinderen af National Hockey League, NHL, den bedste nordamerikanske ishockeyliga. Det blev doneret af Lord Stanley af Preston i 1892. Trofæet var oprindeligt kendt under navnet Dominion Hockey Challenge Cup og blev givet til det bedste amatør-ishockeyhold i Canada. Siden 1926 har det dog de facto været at betragte som et trofæ der blev givet til vinderen af NHL.""]";Supported
2289;Polen deler landegrænser med syv andre lande og derudover to søgrænser med Danmark og Sverige.;['Polen'];['Polen (), officielt Republikken Polen () er et land i Centraleuropa og grænser til Tyskland mod vest, Tjekkiet og Slovakiet mod syd, Ukraine og Hviderusland mod øst, og Østersøen mod nord, Litauen og Rusland (i form af Kaliningrad-enklaven) mod øst. Polen deler søgrænser med Danmark og Sverige. Med et samlet areal på 312\xa0696\xa0km² er Polen verdens 69. største land og det 9. største i Europa. Polens befolkning udgør 38,5 millioner indbyggere og gør det til det 33. mest befolkede land i verden.'];Supported
952;Bregninge Kirke ligger i Region Sjælland.;['Bregninge_Kirke_(Kalundborg_Kommune)'];['Bregninge Kirke ligger i landsbyen Bregninge, ca. 14 km Ø for Kalundborg (Region Sjælland).'];Supported
387;Kristín Eiríksdóttir har skrevet romaner.;['Kristín_Eiríksdóttir'];['Kristín Eiríksdóttir (født 3. november 1981) er en islandsk digter og forfatter, der har skrevet romaner, noveller, digtsamlinger og skuespil.'];Supported
386;Palle alene i Verden er en bog.;['Palle_alene_i_Verden', 'billedbog'];['Palle alene i Verden er en billedbog af Jens Sigsgaard og Arne Ungermann, der udkom første gang 10. oktober 1942.', 'En billedbog er en bog med mange billeder, oftest skønlitterær og for børn. I snævrere, litteraturteoretisk forstand er det bøger med et eller flere billeder på hvert opslag, hvor tekst og illustration sammen fortæller en historie.'];Supported
956;Svein Øvergaard døde.;['Svein_Øvergaard'];"[""Svein Øvergaard (1. januar 1912 – 1986) var en norsk bokser og jazzmusiker (saxofon, percussion) og bandleder, kendt fra Oslo's jazzmiljø.""]";Supported
2282;Nogle af bogstaverne på en skrivemaskine har samme bredde.;['Skrivemaskine'];['En skrivemaskine er et apparat, hvormed man skriver tekst primært på papir ved at trykke på taster, hvor hver tast skriver et enkelt tegn. Skrivemaskineskrift er monospatieret – alle bogstaverne har præcis samme bredde.'];Supported
2280;Selvom det nuværende rådhus er fra 1933, har Sønderborgs rådhus ligget på Rådhustorvet siden 1500-tallet.;['Rådhustorvet_(Sønderborg)'];['Rådhustorvet er en central plads i Sønderborg. Den har navn efter byens rådhus, som har ligget på denne plads siden 1500-tallet. Det nuværende rådhus er dog fra 1933.'];Supported
2279;Michael Hester har dømt foldboldkampe under FIFA siden 2000'erne.;['Michael_Hester'];['Michael Hester (født 2. maj 1972 i Sydney) er en newzealandsk fodbolddommer. Han har dømt internationalt under det internationale fodboldforbund FIFA siden 2007, hvor han er placeret i Oceaniens dommergruppe.'];Supported
948;AVN Hall of Fame har til formål at hædre personer i voksenunderholdningsbranchen.;['Liste_over_medlemmer_i_AVN_Hall_of_Fame'];['AVN Hall of Fame hædrer personer for deres arbejde i voksenunderholdningsbranchen.'];Supported
385;North Canadian River er over 700km lang.;['North_Canadian_River'];['Den er 710 km lang, og renner gjennom New Mexico, Texas og Oklahoma.'];Supported
960;Vibeke Juel har skrevet filmen TV-dinner.;['TV-dinner'];['TV-dinner er en film instrueret af Vibeke Juel.'];Supported
197;I 1921 var der racisme i Oklahoma.;['Raceoptøjerne_i_Tulsa_1921'];['Raceoptøjerne i Tulsa 1921 var en omfattende racemotiveret konflikt mellem de hvide og sorte samfund i Tulsa, Oklahoma.'];Supported
964;AVN Hall of Fame hæder personer i voksenunderholdningsbranchen.;['Liste_over_medlemmer_i_AVN_Hall_of_Fame'];['AVN Hall of Fame hædrer personer for deres arbejde i voksenunderholdningsbranchen.'];Supported
968;Vibeke Juel har instrueret filmen TV-dinner.;['TV-dinner'];['TV-dinner er en film instrueret af Vibeke Juel.'];Supported
2267;Michael Hester har dømt i internationale foldboldkampe under FIFA siden 2007.;['Michael_Hester'];['Michael Hester (født 2. maj 1972 i Sydney) er en newzealandsk fodbolddommer. Han har dømt internationalt under det internationale fodboldforbund FIFA siden 2007, hvor han er placeret i Oceaniens dommergruppe.'];Supported
2265;Floden Svir forbinder de to største søer i Europa, da den løber fra Onegasøen til Ladogasøen.;['Svir'];['Svir (, ) er en flod i den nordøstlige del af Leningrad oblast i Rusland. Den løber fra Onegasøen vest på til Ladogasøen, og forbinder dermed de to største søer i Europa. Svir er den største flod, som har sin udmunding i Ladoga.'];Supported
2264;Disturbed skulle originalt have spillet nu metal men nu spiller de hard rock.;['Disturbed'];"['Disturbed er et hard rock band fra Chicago, Illinois. Bandet blev til i 1996, da musikerne Dan Donegan, Steve ""Fuzz"" Kmak og Mike Wengren hyrede David Draiman i Chicago som deres forsanger. Disturbed skulle originalt have spillet musik i genren nu metal men det blev ændret til hard rock eller heavy metal.']";Supported
381;Udvidelsessoklen kan bruges til at forøge computerens funktionaliteter. ;['Udvidelsessokkel'];['En udvidelsessokkel bruges normalt til at sætte kort i, der forøger en computers funktionalitet.'];Supported
199;Honda Point var en stor skibskatastrofe for United States Navy.;['Skibskatastrofen_ved_Honda_Point'];['Skibskatastrofen ved Honda Point er det største tab af skibe, som United States Navy har lidt i fredstid.'];Supported
2261;Selvom det nuværende rådhus er fra 1900-tallet, har Sønderborgs rådhus ligget på Rådhustorvet siden 1500-tallet.;['Rådhustorvet_(Sønderborg)'];['Rådhustorvet er en central plads i Sønderborg. Den har navn efter byens rådhus, som har ligget på denne plads siden 1500-tallet. Det nuværende rådhus er dog fra 1933.'];Supported
380;Camerouns håndboldlandshold spiller håndbold.;['Camerouns_håndboldlandshold_(herrer)', 'håndbold'];['Camerouns håndboldlandshold for mænd er det mandlige landshold i håndbold for Cameroun.', 'Håndbold er en holdsport, hvor to hold på syv spillere (6 markspillere og en målvogter) prøver at score ved at kaste bolden i modstandernes mål. Sporten spilles på en 20×40 meter stor bane med et mål på 3×2 meter i hver ende. En kamp varer 2×30 minutter (dog spiller de yngste alderstrin i kortere tid). Det hold, som i løbet af håndboldkampen har scoret flest gange i modstandernes mål, har vundet.'];Supported
959;Anna Egholm er både skøjteløber og skuespiller.;['Anna_Egholm'];['Anna Agafia Svideniouk Egholm (født 18. juni 1996) er en dansk skuespiller, skøjteløber og violinist.'];Supported
946;Sjæltågen er en stjernetåg i Cassiopeia.;['Sjæltågen'];['Sjæltågen, også kaldet Sharpless 2-199, er en stjernetåge med en afstand på 7500 lysår i stjernebilledet Cassiopeia.'];Supported
944;Skarvheimen er et højfjeldsområde ved Jotunheimen i Norden.;['Skarvheimen', 'Norge'];"['Skarvheimen er et højfjeldsområde som forbinder Jotunheimen med Hardangervidda, og ligger i Buskerud, Sogn og Fjordane, Oppland og Hordaland fylker i Norge.', 'Norge (bokmål: Norge, nynorsk: Noreg, nordsamisk: Norga), officielt Kongeriget Norge (fra oldnordisk: ""Norðvegr"" (\'Nordvejen\')), er en skandinavisk enhedsstat i form af et konstitutionelt monarki, der består af den vestlige del af den skandinaviske halvø samt Jan Mayen, Svalbard og Bouvetøen. Norge har et areal på 385.207\xa0km² og et indbyggertal på over 5,2 millioner. Det er det næsttyndest befolkede land i Europa. Den længste grænse går mod øst til Sverige, mod nord til Finland og Rusland. Resten af landet afgrænses af havet: Barentshavet mod nord, Norskehavet mod vest, Nordsøen mod sydvest og Skagerrak mod syd. Landets hovedstad er Oslo. Norge gør krav på territorierne Dronning Maud Land og Peter I\'s Ø i og ved Antarktis, men disse krav er ikke alment anerkendt.']";Supported
942;Slaget ved Cerro Gordo skete inden i 1800'tallet som en del af en krig.;['Slaget_ved_Cerro_Gordo', 'Mexicansk-amerikanske_krig'];"['Slaget ved Cerro Gordo blev udkæmpet den 18. april 1847 under den Mexicansk-amerikanske krig.', ""Den mexicansk-amerikanske krig var en krig, der blev udkæmpet af USA og Mexico mellem 1846 og 1848. I USA kendes den også som den Mexicanske krig; i Mexico kendes den også som den nordamerikanske invasion af Mexico og USA's krig mod Mexico..""]";Supported
2330;Kenneth Karskov har været vært på Musikquizzen.;['Musikquizzen'];['Musikquizzen er et radioprogram, som sendes på DR P3, søndage mellem kl. 09-11. Værten har siden 7. januar 2006 været Kenneth Karskov.'];Supported
389;Fangen fra Erie Country Tugthus er instrueret af Fritz Magnussen.;['Fangen_fra_Erie_Country_Tugthus'];['Fangen fra Erie Country Tugthus er en film fra 1918 instrueret af Fritz Magnussen efter manuskript af Fritz Magnussen.'];Supported
2328;Robert Emmijan repræsenterede et land som ikke findes længere.;['Robert_Emmijan', 'Sovjetunionen'];"['Robert Emmijan (), født 16. februar 1965 i Gjumri i Armenske SSR, Sovjetunionen, er en tidligere længdespringer som repræsenterede Sovjetunionen og, efter opløsningen, Armenien.', 'Sovjetunionen (, ; Unionen af socialistiske sovjetrepublikker, USSR) var en erklæret socialistisk stat i det østlige Europa og Asien fra 1922 til 1991. Sovjetunionen var en sammenslutning af 15 formelt autonome republikker med Rusland som den største og klart dominerende delrepublik. Den russiske sovjetrepubliks dominans var blandt årsagerne til, at Sovjetunionen ofte blev omtalt som ""Rusland"" eller ""Sovjet-Rusland"" i Vesten, selv om denne betegnelse ikke var nøjagtig.']";Supported
2327;Længdespringeren Robert Emmijan var en del af det sovjetiske landshold.;['Robert_Emmijan'];['Robert Emmijan (), født 16. februar 1965 i Gjumri i Armenske SSR, Sovjetunionen, er en tidligere længdespringer som repræsenterede Sovjetunionen og, efter opløsningen, Armenien.'];Supported
189;Manmohan Singh var indisk premierminister i 10 år.;['Manmohan_Singh', 'Indien'];"['Manmohan Singh (født 26. december 1932 i nuværende Pakistan) er en indisk økonom og politiker, der var Indiens premierminister fra 2004 til 2014.', 'Indien, officielt Republikken Indien (भारत गणराज�य (: ""Bh�rat Gaṇar�jya""); ), er en suveræn stat, der er beliggende i den sydlige del af Asien og udgør hovedparten af det indiske subkontinent. Grænselandene er Pakistan, Kina, Nepal, Bhutan, Bangladesh og Myanmar. Landet har søgrænser til Maldiverne, Sri Lanka og Indonesien. Indien har ligeledes en omdiskuteret grænse til Afghanistan.']";Supported
929;Dolby Theatre lægger hus til 'The Oscars'.;['Dolby_Theatre', 'Oscaruddelingen'];['Dolby Theatre er et teater og en biograf i Hollywood, hvor Oscaruddelingen præsenteres årligt.', 'Academy Award eller Oscar er en pris, som uddeles af det amerikanske Academy of Motion Picture Arts and Sciences (AMPAS) for at hylde folk i og bag filmindustriens bedste produkter. Den officielle ceremoni, hvorunder priserne uddeles, anses for at være en af de mest betydningsfulde prisuddelinger i verden og transmitteres årligt til mere end 200 lande. Oscaruddelingens opbygning og sceneshow har insprireret Grammy Awards (for musik), Emmy Awards (for fjernsyn) og Tony Awards (for teater).'];Supported
2324;I mange lande varer livsvarigt fængsel mellem 7 og 50 år.;['Livsvarigt_fængsel'];"['Livsvarigt fængsel eller fængsel på livstid er en tidsubestemt fængselsstraf, der kan vare op til hele den livstidsdømtes resterende liv; de facto varierer perioden mellem jurisdiktionerne. Mange lande har et loft over, hvor længe livstidsdømte kan sidde fængslet – typisk mellem 7 og 50 år – og ofte kan de dømte ansøge om benådning eller prøveløsladelse efter en bestemt periode.']";Supported
2323;Sæson 8 af Hænderne Fulde er den sidste sæson.;['Hænderne_Fulde'];['Hænderne Fulde (original engelsk titel: Full House, original dansk titel: Fuldt Hus) er en amerikansk komedieserie/sitcom. Serien er optaget i 8 sæsoner fra 1987 til 1995.'];Supported
931;Cia Rinne er født i Sverige og skriver på mere end svensk.;['Cia_Rinne', 'digter'];['Cia Rinne (født 1973 i Sverige) er en dansk/svensk/finsk/tysk digter.', 'En digter, lyriker eller poet er en forfatter der skriver digte.'];Supported
932;Cia Rinne er født i Sverige men digter på flere sprog end svensk.;['Cia_Rinne'];['Cia Rinne (født 1973 i Sverige) er en dansk/svensk/finsk/tysk digter.'];Supported
2318;Kasimir Jagiellon betragtes som skytshelgen i de lande hvor han herskede.;['Sankt_Kasimir'];['Sankt Kasimir eller Kasimir Jagiellon (, ) (født 3. oktober 1458, død 4. marts 1484) var en prins af kongeriget Polen og af Storhertugdømmet Litauen som blev national skytshelgen for Litauen og Polen, samt helgen for de unge.'];Supported
2317;Værten på Musikquizzen (P3) har siden 2006 været Kenneth Karskov.;['Musikquizzen'];['Musikquizzen er et radioprogram, som sendes på DR P3, søndage mellem kl. 09-11. Værten har siden 7. januar 2006 været Kenneth Karskov.'];Supported
2316;Mogens Finn Kjærsdam var professor for Aalborg Universitet.;['Finn_Kjærsdam'];['Mogens Finn Kjærsdam (født 25. november 1943 i Roskilde) er en dansk landinspektør (cand.geom.), professor i byplanlægning og forhenværende rektor for Aalborg Universitet fra 2005 til 2014.'];Supported
934;Skarvheimen er et højfjeldsområde ved Jotunheimen et sted i Norge.;['Skarvheimen', 'Jotunheimen'];['Skarvheimen er et højfjeldsområde som forbinder Jotunheimen med Hardangervidda, og ligger i Buskerud, Sogn og Fjordane, Oppland og Hordaland fylker i Norge.', 'Jotunheimen er Norges og Nordeuropas største fjeldområde. Her ligger de højeste fjelde i Nordeuropa, Galdhøpiggen og Glittertind.'];Supported
193;Backseat rock-gruppen hed engang Backseatboys.;['Backseat'];"[""Backseat (tidligere kendt under navnet Backseatboys) er en dansk rock-gruppe der havde sin storhedstid som liveband i 1990'erne med deres amerikanske roots rock-inspirerede musik.""]";Supported
2312;Beyond International producerede en tv-serie om kvindelige mordere som blev sendt på Investigation Discovery kanalen.;['Kvinder_der_dræber'];"['kvinder der dræber () er en tv-serie der blev sendt første gang i 2005 på Discovery Channel, med fokus på kvindelige mordere. Det var oprindeligt en mini-serie bestående af tre episoder: ""Obsession"", ""Greed"" og ""Revenge"". Efter to års pause, blev produktionen genoptaget i 2008 og blev sendt på Investigation Discovery kanalen som en regelmæssig serie. Tv-serien er produceret i Australien af Beyond International.']";Supported
2311;"Alice Connor blev udvalgt af Posh Spice til at spille den unge Posh Spice i musikvideoen til Spice Girls ""Mama"".";['Alice_Connor'];"['Alice Connor (født 2. august 1990 i Buckinghamshire) er en engelsk skuespillerinde. Hun startede med skuespil i en ganske ung alder da hun optrådte i mange episoder af ""Fun Song Factory"". Alice har også spillet den unge ""Posh Spice"" i pop-videoen til Spice Girls ""Mama"" efter at hun var blevet plukket ud blandt mange børn af Victoria ""Posh Spice"" selv. Hun har før spillet med blandt andet Art Malik, Kenneth Branagh, Courteney Cox og Heather Graham i ""Alien Love Triangle"" og med den unge Keira Knightley i ""Coming Home"".']";Supported
936;William Jones blev 89 år gammel.;['William_Jones_(roer)'];['William Jones (1925 - 7. august 2014) var en uruguayansk roer.'];Supported
